time,temperature_2m (°C)
322,2019-11-19,4.254166666666666
323,2019-11-20,2.1374999999999997
324,2019-11-21,5.458333333333333
325,2019-11-22,8.4375
326,2019-11-23,9.383333333333333
327,2019-11-24,8.158333333333333
328,2019-11-25,9.720833333333333
329,2019-11-26,11.270833333333334
330,2019-11-27,11.041666666666666
331,2019-11-28,10.270833333333334
332,2019-11-29,7.925
333,2019-11-30,5.325
334,2019-12-01,3.5541666666666667
335,2019-12-02,2.4375
336,2019-12-03,2.6916666666666664
337,2019-12-04,0.7999999999999999
338,2019-12-05,-0.7374999999999999
339,2019-12-06,4.429166666666666
340,2019-12-07,8.991666666666667
341,2019-12-08,9.654166666666667
342,2019-12-09,7.179166666666666
343,2019-12-10,3.5875
344,2019-12-11,6.9125000000000005
345,2019-12-12,5.291666666666667
346,2019-12-13,7.1875
347,2019-12-14,8.691666666666666
348,2019-12-15,9.012500000000001
349,2019-12-16,8.9875
350,2019-12-17,11.258333333333333
351,2019-12-18,7.908333333333334
352,2019-12-19,11.950000000000001
353,2019-12-20,10.820833333333333
354,2019-12-21,8.495833333333334
355,2019-12-22,8.8125
356,2019-12-23,8.420833333333333
357,2019-12-24,10.262500000000001
358,2019-12-25,8.495833333333334
359,2019-12-26,7.2124999999999995
360,2019-12-27,9.316666666666666
361,2019-12-28,6.770833333333333
362,2019-12-29,1.8
363,2019-12-30,1.3583333333333334
364,2019-12-31,0.7583333333333333
365,2020-01-01,2.6999999999999997
366,2020-01-02,7.383333333333333
367,2020-01-03,9.479166666666666
368,2020-01-04,5.579166666666667
369,2020-01-05,5.895833333333333
370,2020-01-06,3.85
371,2020-01-07,8.200000000000001
372,2020-01-08,11.054166666666667
373,2020-01-09,11.283333333333333
374,2020-01-10,7.904166666666666
375,2020-01-11,3.858333333333333
376,2020-01-12,6.045833333333333
377,2020-01-13,8.125
378,2020-01-14,10.166666666666666
379,2020-01-15,10.095833333333333
380,2020-01-16,8.504166666666666
381,2020-01-17,8.833333333333334
382,2020-01-18,4.891666666666667
383,2020-01-19,3.016666666666667
384,2020-01-20,2.5166666666666666
385,2020-01-21,0.5666666666666665
386,2020-01-22,-0.9458333333333333
387,2020-01-23,0.6083333333333333
388,2020-01-24,0.6666666666666666
389,2020-01-25,2.65
390,2020-01-26,5.179166666666667
391,2020-01-27,8.4125
392,2020-01-28,6.0249999999999995
393,2020-01-29,6.1625000000000005
394,2020-01-30,8.3375
395,2020-01-31,11.470833333333333
396,2020-02-01,12.241666666666667
397,2020-02-02,12.645833333333334
398,2020-02-03,11.9375
399,2020-02-04,6.879166666666666
400,2020-02-05,6.6625000000000005
401,2020-02-06,3.5416666666666665
402,2020-02-07,4.895833333333333
403,2020-02-08,8.308333333333334
404,2020-02-09,9.675
405,2020-02-10,9.2875
406,2020-02-11,6.208333333333333
407,2020-02-12,5.720833333333334
408,2020-02-13,7.675
409,2020-02-14,9.0625
410,2020-02-15,10.191666666666666
411,2020-02-16,13.379166666666668
412,2020-02-17,8.904166666666667
413,2020-02-18,7.195833333333333
414,2020-02-19,7.391666666666667
415,2020-02-20,8.591666666666667
416,2020-02-21,5.941666666666666
417,2020-02-22,7.958333333333333
418,2020-02-23,11.237499999999999
419,2020-02-24,10.975
420,2020-02-25,8.2125
421,2020-02-26,4.541666666666667
422,2020-02-27,5.2
423,2020-02-28,5.0249999999999995
424,2020-02-29,9.004166666666666
425,2020-03-01,6.0
426,2020-03-02,6.4750000000000005
427,2020-03-03,5.1375
428,2020-03-04,5.291666666666667
429,2020-03-05,9.125
430,2020-03-06,6.495833333333334
431,2020-03-07,5.825
432,2020-03-08,8.633333333333333
433,2020-03-09,7.820833333333333
434,2020-03-10,10.9375
435,2020-03-11,12.829166666666666
436,2020-03-12,10.333333333333334
437,2020-03-13,7.3
438,2020-03-14,7.708333333333333
439,2020-03-15,10.0625
440,2020-03-16,9.2125
441,2020-03-17,10.541666666666666
442,2020-03-18,11.3375
443,2020-03-19,12.754166666666668
444,2020-03-20,10.816666666666668
445,2020-03-21,7.666666666666667
446,2020-03-22,7.3125
447,2020-03-23,5.7749999999999995
448,2020-03-24,5.329166666666667
449,2020-03-25,5.175
450,2020-03-26,5.3374999999999995
451,2020-03-27,7.075
452,2020-03-28,9.016666666666667
453,2020-03-29,5.762499999999999
454,2020-03-30,4.166666666666667
455,2020-03-31,5.704166666666667
456,2020-04-01,5.8125
457,2020-04-02,5.604166666666667
458,2020-04-03,9.141666666666667
459,2020-04-04,9.762500000000001
460,2020-04-05,12.575000000000001
461,2020-04-06,12.320833333333333
462,2020-04-07,15.0375
463,2020-04-08,16.195833333333333
464,2020-04-09,17.391666666666666
465,2020-04-10,16.566666666666666
466,2020-04-11,16.075
467,2020-04-12,16.3625
468,2020-04-13,12.129166666666668
469,2020-04-14,7.825
470,2020-04-15,11.133333333333333
471,2020-04-16,15.5875
472,2020-04-17,17.008333333333333
473,2020-04-18,16.520833333333332
474,2020-04-19,13.841666666666667
475,2020-04-20,16.025000000000002
476,2020-04-21,16.091666666666665
477,2020-04-22,16.345833333333335
478,2020-04-23,16.575
479,2020-04-24,17.825
480,2020-04-25,15.208333333333334
481,2020-04-26,13.416666666666666
482,2020-04-27,16.3875
483,2020-04-28,15.0
484,2020-04-29,12.725
485,2020-04-30,11.85
486,2020-05-01,11.754166666666668
487,2020-05-02,10.979166666666666
488,2020-05-03,12.4125
489,2020-05-04,14.5
490,2020-05-05,13.0375
491,2020-05-06,14.470833333333333
492,2020-05-07,14.229166666666666
493,2020-05-08,16.220833333333335
494,2020-05-09,17.833333333333332
495,2020-05-10,16.616666666666667
496,2020-05-11,9.708333333333334
497,2020-05-12,9.616666666666667
498,2020-05-13,10.645833333333334
499,2020-05-14,10.5875
500,2020-05-15,11.845833333333333
501,2020-05-16,12.879166666666668
502,2020-05-17,13.670833333333334
503,2020-05-18,15.195833333333333
504,2020-05-19,15.933333333333332
505,2020-05-20,19.741666666666667
506,2020-05-21,21.849999999999998
507,2020-05-22,20.6125
508,2020-05-23,15.541666666666666
509,2020-05-24,14.483333333333334
510,2020-05-25,17.025000000000002
511,2020-05-26,18.795833333333334
512,2020-05-27,19.712500000000002
513,2020-05-28,18.662499999999998
514,2020-05-29,19.029166666666665
515,2020-05-30,19.099999999999998
516,2020-05-31,19.150000000000002
517,2020-06-01,20.3625
518,2020-06-02,22.379166666666666
519,2020-06-03,20.337500000000002
520,2020-06-04,14.85
521,2020-06-05,13.924999999999999
522,2020-06-06,14.379166666666668
523,2020-06-07,14.112499999999999
524,2020-06-08,14.320833333333333
525,2020-06-09,13.525
526,2020-06-10,14.612499999999999
527,2020-06-11,17.066666666666666
528,2020-06-12,16.466666666666665
529,2020-06-13,17.479166666666668
530,2020-06-14,17.241666666666667
531,2020-06-15,17.545833333333334
532,2020-06-16,17.045833333333334
533,2020-06-17,16.883333333333333
534,2020-06-18,16.379166666666666
535,2020-06-19,16.641666666666666
536,2020-06-20,18.525000000000002
537,2020-06-21,17.258333333333333
538,2020-06-22,16.8875
539,2020-06-23,21.054166666666667
540,2020-06-24,24.7
541,2020-06-25,26.162499999999998
542,2020-06-26,24.070833333333336
543,2020-06-27,20.6375
544,2020-06-28,18.8
545,2020-06-29,17.758333333333333
546,2020-06-30,18.787499999999998
547,2020-07-01,20.129166666666666
548,2020-07-02,18.0
549,2020-07-03,17.25
550,2020-07-04,18.729166666666668
551,2020-07-05,20.333333333333332
552,2020-07-06,16.141666666666666
553,2020-07-07,17.154166666666665
554,2020-07-08,19.470833333333335
555,2020-07-09,22.724999999999998
556,2020-07-10,19.004166666666666
557,2020-07-11,17.816666666666666
558,2020-07-12,19.041666666666668
559,2020-07-13,20.6375
560,2020-07-14,18.675
561,2020-07-15,18.55
562,2020-07-16,18.345833333333335
563,2020-07-17,20.587500000000002
564,2020-07-18,21.125
565,2020-07-19,22.054166666666664
566,2020-07-20,20.445833333333333
567,2020-07-21,19.712500000000002
568,2020-07-22,19.679166666666667
569,2020-07-23,20.733333333333334
570,2020-07-24,20.55
571,2020-07-25,21.241666666666667
572,2020-07-26,20.470833333333335
573,2020-07-27,22.666666666666668
574,2020-07-28,20.7
575,2020-07-29,19.254166666666666
576,2020-07-30,23.7625
577,2020-07-31,28.179166666666664
578,2020-08-01,23.958333333333332
579,2020-08-02,20.658333333333335
580,2020-08-03,18.395833333333332
581,2020-08-04,19.0625
582,2020-08-05,22.416666666666668
583,2020-08-06,25.483333333333334
584,2020-08-07,27.604166666666668
585,2020-08-08,29.483333333333334
586,2020-08-09,30.304166666666664
587,2020-08-10,28.3875
588,2020-08-11,28.795833333333334
589,2020-08-12,27.52916666666667
590,2020-08-13,23.929166666666664
591,2020-08-14,21.820833333333336
592,2020-08-15,21.816666666666666
593,2020-08-16,21.445833333333336
594,2020-08-17,20.162499999999998
595,2020-08-18,21.008333333333333
596,2020-08-19,21.412499999999998
597,2020-08-20,24.891666666666666
598,2020-08-21,23.233333333333334
599,2020-08-22,20.875
600,2020-08-23,19.066666666666666
601,2020-08-24,17.7625
602,2020-08-25,20.483333333333334
603,2020-08-26,19.683333333333334
604,2020-08-27,18.7625
605,2020-08-28,17.775000000000002
606,2020-08-29,15.570833333333333
607,2020-08-30,15.516666666666666
608,2020-08-31,15.495833333333332
609,2020-09-01,15.670833333333334
610,2020-09-02,16.233333333333334
611,2020-09-03,19.941666666666666
612,2020-09-04,21.037499999999998
613,2020-09-05,17.662499999999998
614,2020-09-06,15.158333333333333
615,2020-09-07,16.204166666666666
616,2020-09-08,18.041666666666668
617,2020-09-09,20.849999999999998
618,2020-09-10,20.229166666666668
619,2020-09-11,20.658333333333335
620,2020-09-12,17.48333333333333
621,2020-09-13,19.099999999999998
622,2020-09-14,23.179166666666664
623,2020-09-15,25.325
624,2020-09-16,23.59583333333333
625,2020-09-17,20.904166666666665
626,2020-09-18,21.90416666666667
627,2020-09-19,23.920833333333334
628,2020-09-20,22.412499999999998
629,2020-09-21,19.679166666666667
630,2020-09-22,18.404166666666665
631,2020-09-23,18.679166666666667
632,2020-09-24,13.795833333333334
633,2020-09-25,11.625
634,2020-09-26,11.833333333333334
635,2020-09-27,12.416666666666666
636,2020-09-28,13.487499999999999
637,2020-09-29,15.479166666666666
638,2020-09-30,16.295833333333334
639,2020-10-01,14.637500000000001
640,2020-10-02,12.745833333333332
641,2020-10-03,11.670833333333334
642,2020-10-04,11.875
643,2020-10-05,12.1875
644,2020-10-06,13.466666666666667
645,2020-10-07,13.679166666666667
646,2020-10-08,16.054166666666667
647,2020-10-09,15.075000000000001
648,2020-10-10,11.833333333333334
649,2020-10-11,10.616666666666667
650,2020-10-12,10.179166666666667
651,2020-10-13,9.9
652,2020-10-14,9.679166666666667
653,2020-10-15,9.720833333333333
654,2020-10-16,10.1625
655,2020-10-17,10.041666666666666
656,2020-10-18,9.8125
657,2020-10-19,10.049999999999999
658,2020-10-20,13.108333333333334
659,2020-10-21,16.25
660,2020-10-22,15.112499999999999
661,2020-10-23,14.745833333333332
662,2020-10-24,14.075000000000001
663,2020-10-25,12.720833333333333
664,2020-10-26,10.154166666666667
665,2020-10-27,10.479166666666666
666,2020-10-28,12.166666666666666
667,2020-10-29,12.608333333333334
668,2020-10-30,14.1625
669,2020-10-31,13.045833333333334
670,2020-11-01,16.204166666666666
671,2020-11-02,16.337500000000002
672,2020-11-03,9.041666666666666
673,2020-11-04,6.5625
674,2020-11-05,6.804166666666667
675,2020-11-06,7.425
676,2020-11-07,12.095833333333333
677,2020-11-08,13.591666666666667
678,2020-11-09,12.058333333333332
679,2020-11-10,11.387500000000001
680,2020-11-11,10.700000000000001
681,2020-11-12,11.533333333333333
682,2020-11-13,12.179166666666667
683,2020-11-14,13.104166666666666
684,2020-11-15,13.329166666666666
685,2020-11-16,11.391666666666666
686,2020-11-17,10.691666666666668
687,2020-11-18,10.766666666666666
688,2020-11-19,9.933333333333334
689,2020-11-20,5.679166666666667
690,2020-11-21,6.2
691,2020-11-22,6.341666666666666
692,2020-11-23,8.866666666666667
693,2020-11-24,7.570833333333333
694,2020-11-25,7.866666666666667
695,2020-11-26,4.945833333333334
696,2020-11-27,5.7749999999999995
697,2020-11-28,5.3
698,2020-11-29,3.1875
699,2020-11-30,2.2666666666666666
700,2020-12-01,7.0874999999999995
701,2020-12-02,6.6375
702,2020-12-03,6.270833333333333
703,2020-12-04,5.029166666666667
704,2020-12-05,3.65
705,2020-12-06,3.779166666666667
706,2020-12-07,1.9458333333333335
707,2020-12-08,1.3583333333333334
708,2020-12-09,3.095833333333333
709,2020-12-10,4.829166666666667
710,2020-12-11,8.5625
711,2020-12-12,7.8374999999999995
712,2020-12-13,5.520833333333333
713,2020-12-14,10.216666666666667
714,2020-12-15,9.5375
715,2020-12-16,7.895833333333333
716,2020-12-17,9.004166666666666
717,2020-12-18,7.8625
718,2020-12-19,9.458333333333334
719,2020-12-20,7.983333333333333
720,2020-12-21,9.870833333333334
721,2020-12-22,13.195833333333333
722,2020-12-23,12.070833333333333
723,2020-12-24,6.520833333333333
724,2020-12-25,3.8375
725,2020-12-26,3.204166666666667
726,2020-12-27,6.0874999999999995
727,2020-12-28,3.8874999999999997
728,2020-12-29,3.845833333333333
729,2020-12-30,3.8333333333333335
730,2020-12-31,3.2541666666666664
731,2021-01-01,-0.13333333333333336
732,2021-01-02,0.725
733,2021-01-03,2.2333333333333334
734,2021-01-04,1.9375
735,2021-01-05,2.0875
736,2021-01-06,2.279166666666667
737,2021-01-07,1.45
738,2021-01-08,-0.4208333333333334
739,2021-01-09,0.35000000000000003
740,2021-01-10,0.9833333333333334
741,2021-01-11,2.0625
742,2021-01-12,6.845833333333334
743,2021-01-13,6.4750000000000005
744,2021-01-14,8.454166666666667
745,2021-01-15,1.3875
746,2021-01-16,0.5416666666666666
747,2021-01-17,4.641666666666667
748,2021-01-18,3.6916666666666664
749,2021-01-19,5.575
750,2021-01-20,8.729166666666666
751,2021-01-21,8.708333333333334
752,2021-01-22,5.683333333333334
753,2021-01-23,2.8708333333333336
754,2021-01-24,0.7583333333333333
755,2021-01-25,2.2416666666666667
756,2021-01-26,1.4708333333333332
757,2021-01-27,5.220833333333333
758,2021-01-28,11.095833333333333
759,2021-01-29,9.9375
760,2021-01-30,9.208333333333334
761,2021-01-31,8.387500000000001
762,2021-02-01,8.604166666666666
763,2021-02-02,10.791666666666666
764,2021-02-03,10.454166666666667
765,2021-02-04,8.170833333333333
766,2021-02-05,8.454166666666667
767,2021-02-06,7.266666666666667
768,2021-02-07,3.4458333333333333
769,2021-02-08,-0.6291666666666667
770,2021-02-09,-1.6500000000000001
771,2021-02-10,-2.720833333333333
772,2021-02-11,-2.029166666666667
773,2021-02-12,-2.308333333333333
774,2021-02-13,-2.766666666666667
775,2021-02-14,-0.8833333333333333
776,2021-02-15,4.895833333333333
777,2021-02-16,7.658333333333334
778,2021-02-17,8.858333333333333
779,2021-02-18,8.549999999999999
780,2021-02-19,8.116666666666667
781,2021-02-20,12.200000000000001
782,2021-02-21,11.529166666666667
783,2021-02-22,11.612499999999999
784,2021-02-23,13.170833333333334
785,2021-02-24,13.104166666666666
786,2021-02-25,11.666666666666666
787,2021-02-26,9.0875
788,2021-02-27,5.233333333333333
789,2021-02-28,5.666666666666667
790,2021-03-01,6.291666666666667
791,2021-03-02,7.754166666666666
792,2021-03-03,9.737499999999999
793,2021-03-04,8.154166666666667
794,2021-03-05,4.6499999999999995
795,2021-03-06,3.295833333333334
796,2021-03-07,2.625
797,2021-03-08,2.5500000000000003
798,2021-03-09,4.891666666666667
799,2021-03-10,5.445833333333333
800,2021-03-11,10.158333333333333
801,2021-03-12,7.795833333333333
802,2021-03-13,7.891666666666667
803,2021-03-14,6.625
804,2021-03-15,8.5
805,2021-03-16,6.629166666666666
806,2021-03-17,7.166666666666667
807,2021-03-18,5.720833333333334
808,2021-03-19,5.483333333333333
809,2021-03-20,3.6999999999999997
810,2021-03-21,6.291666666666667
811,2021-03-22,5.495833333333334
812,2021-03-23,6.833333333333333
813,2021-03-24,8.070833333333333
814,2021-03-25,7.991666666666667
815,2021-03-26,8.362499999999999
816,2021-03-27,7.5
817,2021-03-28,10.058333333333334
818,2021-03-29,11.708333333333334
819,2021-03-30,12.720833333333333
820,2021-03-31,14.408333333333333
821,2021-04-01,15.229166666666666
822,2021-04-02,8.920833333333333
823,2021-04-03,6.645833333333333
824,2021-04-04,6.675
825,2021-04-05,4.629166666666666
826,2021-04-06,2.2125
827,2021-04-07,3.2416666666666667
828,2021-04-08,6.6125
829,2021-04-09,9.195833333333333
830,2021-04-10,10.3875
831,2021-04-11,6.354166666666667
832,2021-04-12,5.029166666666667
833,2021-04-13,5.366666666666667
834,2021-04-14,5.620833333333334
835,2021-04-15,5.395833333333333
836,2021-04-16,6.0125
837,2021-04-17,7.979166666666667
838,2021-04-18,7.7625
839,2021-04-19,9.0375
840,2021-04-20,11.191666666666668
841,2021-04-21,11.35
842,2021-04-22,10.266666666666667
843,2021-04-23,10.816666666666668
844,2021-04-24,11.620833333333332
845,2021-04-25,10.458333333333334
846,2021-04-26,10.629166666666666
847,2021-04-27,11.316666666666668
848,2021-04-28,11.104166666666666
849,2021-04-29,8.879166666666666
850,2021-04-30,9.0625
851,2021-05-01,8.079166666666667
852,2021-05-02,8.1625
